token_addr_idx,top1_holder_ratio,pair_holder_ratio,top10_holder_ratio,top20_holder_ratio,token_creator_holder_ratio,price_ratio_realized_vol,price_ratio_range,reserve_base_realized_vol,reserve_quote_realized_vol,swap_buy_share,swap_net_flow_ratio,swap_direction_switch_freq
1026,0.5737,0.0,1.0,1.0,0.5737,0.06687726831407406,7.1828502336,6.214151193345525,10.446105697743933,0.21734414423581794,-0.5653117115283641,0.42857142857142855
1027,0.8421,0.0278,1.0,1.0001,0.8421,11.173363324963864,65.4946536593,10.004280816223636,12.73816514739776,0.3690560171370843,-0.26188796572583134,0.5
1028,0.5,0.0,1.0,1.0,0.5,0.00950118580460946,0.4101782114999999,0.004594596676501999,0.06349880742036931,0.2938918373609648,-0.4122163252780705,0.5
1029,0.9788,0.0,0.9994999999999999,0.9998999999999999,0.9788,0.003457872832376998,0.6052936750000022,3.3168986592506373,7.218767865159643,0.1952676240392308,-0.6094647519215384,0.1724137931034483
1030,0.9,0.0001,1.0,1.0,0.9,0.02882260695893515,5.3770312688,0.019229455948380502,0.5076065588270411,0.0,-1.0,0.0
1031,1.0,0.0,1.0,1.0,1.0,2.233714584409796e-05,0.0001658146799998761,0.00016270251574423966,0.0,0.0,-1.0,0.0
1032,1.0,0.0,1.0,1.0,1.0,0.09007965623920233,1.3847929758999982,0.0664641461354325,0.6891653640805995,1.0,1.0,0.0
1033,1.0,0.0,1.0,1.0,1.0,0.28081049287945303,6.6278533925000005,24.321918835162247,41.45806581093187,0.0,0.0,0.0
1034,0.5,0.0,1.0,1.0,0.4723,0.08334140315840749,7.536363937800001,6.5515902681758496,11.485533326946468,0.2225786086749715,-0.5548427826500569,0.4
1035,0.9183,0.0,1.0001,1.0001,0.9183,0.0983458305983651,6.646930659199999,4.9953483501311196,8.501051700937253,0.4056740589667093,-0.18865188206658132,0.4090909090909091
1036,0.8221,0.0,0.9999,0.9999,0.8221,0.08226278222076222,6.757612618899998,7.410195827144317,12.566344960758148,0.3110628802845855,-0.37787423943082904,0.4444444444444444
1037,0.9931,0.0,1.0,1.0,0.9931,0.10604466851799638,6.568429972000001,9.220738453345213,15.702974749843655,0.3795888797947029,-0.24082224041059422,0.8
1038,0.33,0.0,0.8921,0.971,0.0,0.40775743099773226,30.12284771365,2.12599325564879,5.365216846453943,0.15996955776469168,-0.6800608844706165,0.20930232558139536
1039,0.9998,0.0,0.9999,0.9999,0.9998,0.0007049841726860298,0.04453397052000074,0.0001972263518864495,0.00044842973309999306,0.0,-1.0,0.0
1040,0.9639,0.0,0.9995999999999999,1.0001,0.9639,0.01128221801232352,0.6107418637999977,0.006358684071600718,0.09478185472828879,0.15690425620152487,-0.6861914875969503,0.3333333333333333
1041,0.9683,0.0,1.0,1.0,0.9683,0.13959982337993107,6.592944537699999,12.209689451000136,20.780578523620516,0.36318839755063836,-0.27362320489872316,0.5
1042,0.9877,0.0,1.0,1.0,0.9877,0.08675749770221129,6.150482724200003,8.05372695366081,13.556769553549195,0.3236862697653905,-0.35262746046921906,0.17647058823529413
1043,1.0,0.0,1.0,1.0,1.0,0.2798182128546607,6.587485015599999,24.363788556471555,41.50923482770186,0.0,0.0,0.0
1044,0.8878,0.0,0.9999,0.9999,0.8878,0.08773690773018888,6.705957944199998,7.740606215172136,13.14947271516834,0.13331387059224914,-0.7333722588155015,0.25
1045,0.9866,0.0,1.0,1.0,0.9866,0.04912150278834606,2.858382357099998,3.9908785257309725,11.042258585642292,0.3140763378123835,-0.3718473243752331,0.6666666666666666
1046,0.9979,0.0001,0.9988999999999999,0.9994999999999999,0.9979,0.03091324028274972,14.049041147699999,0.016519722223192028,0.28695672514058546,0.40004547013318903,-0.19990905973362189,0.33737864077669905
1047,0.9514,0.0,0.9994999999999999,0.9994999999999999,0.9514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,0.9901,0.0,1.0,1.0,0.9901,0.12472640906510181,6.572712633799998,10.911973558402662,18.580476467205834,0.0,-1.0,0.0
1049,1.0,0.0,1.0,1.0,1.0,0.052362689630512514,1.9575778323000002,12.785822917226099,18.578005141702956,0.28515307754822866,-0.42969384490354273,0.6666666666666666
1050,0.9923,0.0,1.0,1.0,0.9923,0.12534050121243262,6.6224259707,10.887131648424832,18.55084911556668,0.0,-1.0,0.0
1051,1.0,0.0,1.0,1.0,1.0,0.11068888895845219,5.426150733500002,11.389947230851703,18.581810537959242,0.0,-1.0,0.0
1052,0.9938,0.0,0.9999,0.9999,0.9938,0.12477378115747775,6.5670064842,10.909497907247324,18.579285705823434,0.2507448893538126,-0.4985102212923747,0.6666666666666666
1053,0.5,0.0,0.9999999999999999,0.9999999999999999,0.416,0.10048998132317297,9.394263209999998,6.669722866571937,12.697807771792341,0.21385662447575488,-0.5722867510484904,0.3333333333333333
1054,1.0,0.0,1.0,1.0,1.0,0.18236327819553066,3.4545981277000024,26.957806595861566,36.83638219710324,0.0,0.0,0.0
1055,0.6313,0.0,0.9707999999999999,0.9999,0.6313,0.12412184868118341,7.865236479699998,9.565989433924207,17.25117684566723,0.20414903705139417,-0.5917019258972116,0.3
1056,0.8049,0.0,1.0,1.0,0.1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,0.5017,0.0,0.9845,0.9999,0.3351,0.0037531176621242966,0.1098147732000001,14.890468893412095,18.52346768328182,0.0,-1.0,0.0
1058,0.8668,0.0,1.0001,1.0001,0.8668,0.0022608031682273422,1.107902161800002,0.0010676803419069757,0.015599315458504367,0.4765318022704107,-0.046936395459178624,0.2987012987012987
1059,1.0,0.0,1.0,1.0,1.0,0.2123181217214312,0.363379501227,9.125597941162559,9.129749107232632,0.4396839346065677,-0.12063213078686465,0.5384615384615384
1060,0.6154,0.0,1.0,1.0,0.0664,0.004745381261043861,0.3544977411000012,4.846269324763179,12.275828775859072,0.6511494889002416,0.3022989778004831,0.42857142857142855
1061,0.5,0.0,1.0001,1.0001,0.3397,0.08813926387149502,9.597474523199999,5.964774407425629,11.278646408043626,0.24506620545131444,-0.5098675890973712,0.4166666666666667
1062,0.5,0.0,1.0,1.0,0.4687,0.07330241145775028,9.275412368600001,4.802026578142006,9.178481713891138,0.35256237565346293,-0.2948752486930741,0.3684210526315789
1063,0.5,0.0,1.0,1.0,0.4844,0.11762798062631923,9.073539330400003,7.828105108261256,14.917124792407941,0.2739645873354879,-0.45207082532902426,0.16666666666666666
1064,0.9606,0.0,0.9999,0.9999,0.9606,0.2301644320373478,11.457838544509999,3.9092972754552884,5.705751510117572,0.44552460233686125,-0.10895079532627755,0.48936170212765956
1065,0.5,0.0,0.9999999999999999,0.9999999999999999,0.4965,0.11066185455852605,8.9824083038,7.394784828360545,14.078927892732198,0.36263513063594927,-0.27472973872810147,0.14285714285714285
1066,0.9994,0.0,0.9999999999999999,0.9999999999999999,0.9994,0.027665857716273775,2.9404720906999984,4.616632364365082,6.929583061537986,0.8443790082440354,0.6887580164880709,0.14705882352941177
1067,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,0.5,0.0,0.9886999999999999,0.9998,0.3375,0.07233955016472161,9.6033829599,4.9303447162278085,9.323530456017174,0.28344254336189556,-0.433114913276209,0.5128205128205128
1069,0.9987,0.0,1.0,1.0,0.9987,0.14501531417227376,5.525468935300001,14.66874059951662,24.384268471029703,0.0,-1.0,0.0
1070,0.5,0.0,0.9994999999999999,0.9998999999999999,0.3957,0.06409088967704452,9.444797683,4.266621598700163,8.10920309330004,0.31124800574715816,-0.3775039885056836,0.44
1071,0.5,0.0,1.0,1.0,0.0,0.012674771064104884,0.6664272945,4.209746969320892,13.956569068126282,0.5344777229551476,0.06895544591029533,0.5
1072,0.5,0.0,1.0,1.0,0.4622,0.13775880871023616,9.403925120899999,8.94496780011814,17.13075209118317,0.40470910107827657,-0.19058179784344695,0.25
1073,0.5,0.0,0.9761,0.9999999999999998,0.3021,0.05542756429444558,9.7145214528,3.7916446647514532,7.141445951499153,0.2098315587488627,-0.5803368825022746,0.2727272727272727
1074,0.6945,0.0,0.9999999999999999,0.9999999999999999,0.6945,0.06552747516966496,9.410931420299995,4.184854260086173,8.081498439746504,0.6848282638712753,0.36965652774255053,0.12
1075,0.5,0.0,0.9961,1.0001,0.3133,0.07737716321712722,9.6771491101,5.2786444476000485,9.954730784726584,0.22907819519469214,-0.5418436096106157,0.375
1076,0.5,0.0,0.9943,1.0,0.3971,0.078391696262924,9.441012189599999,5.224654287003449,9.931139495528214,0.18572356772567958,-0.6285528645486409,0.3125
1077,0.5,0.0,0.9736,0.9999,0.3362,0.07560009243957329,9.607837310299999,5.1224398944346134,9.682516421806307,0.17190858970127398,-0.6561828205974519,0.29411764705882354
1078,0.5,0.0,0.9462999999999999,0.9976999999999999,0.2505,0.05057302161713892,9.901489549699999,3.531558722174202,6.609637436960628,0.25589680530793685,-0.48820638938412614,0.48717948717948717
1079,0.5,0.0,0.9976999999999999,0.9998,0.3152,0.06567628029270953,9.6723758314,4.478160965308745,8.446298162592615,0.2525210015634538,-0.49495799687309244,0.4782608695652174
1080,0.5,0.0,0.9847999999999999,1.0,0.299,0.056182769894697,9.7245048968,3.848659712884218,7.246412266789531,0.30342790352712945,-0.39314419294574116,0.34375
1081,0.6,0.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,0.5,0.0,1.0,1.0,0.4938,0.19602167650827154,9.401500877399997,12.572728862980506,24.168802417123665,0.5307772629441974,0.06155452588839463,1.0
1083,0.5,0.0,1.0,1.0,0.5,0.11644171148731668,7.7959445804000005,8.803107787061604,15.972188731534482,0.4751874912699451,-0.0496250174601098,0.2
1084,0.904,0.0,1.0,1.0,0.904,0.005920949494378475,0.5450824533999992,4.860061689309008,12.082582271870542,0.29213504856515726,-0.41572990286968553,0.5714285714285714
1085,0.879,0.0,0.9999000000000001,0.9999000000000001,0.879,0.004268856211556362,0.4951664868000023,3.3035720237685586,10.668196462078885,0.3079074384043956,-0.3841851231912089,0.3333333333333333
1086,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,0.5,0.0,0.9524,0.9997,0.248,0.05252598055947861,9.911519724000001,3.66989336823439,6.866127149807187,0.18946977025567005,-0.62106045948866,0.3611111111111111
1088,0.9998,0.0,1.0,1.0,0.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,0.5,0.0,0.9951000000000001,1.0,0.3785,0.0741486091606216,9.4887323974,4.966894550679054,9.426161783522321,0.26723630913487617,-0.46552738173024777,0.4444444444444444
1090,0.5,0.0,0.9995999999999999,0.9999999999999999,0.3634,0.08540723624726722,9.529169173300001,5.745403151697216,10.888819608105619,0.22228675973722675,-0.5554264805255464,0.3076923076923077
1091,0.5,0.0,0.9904999999999998,1.0,0.327,0.06108743744963754,9.634988299300002,4.151129071492214,7.83943258251963,0.2618141084971045,-0.4763717830057909,0.48148148148148145
1092,0.5,0.0,0.9871000000000001,1.0,0.3012,0.05710932891360492,9.717838205500001,3.905415736553477,7.354935936798769,0.3096544894190363,-0.38069102116192743,0.5483870967741935
1093,0.5,0.0,1.0,1.0,0.2,0.11572254618145496,9.793896781500003,7.1328265232423576,14.060505480320879,0.7393824507356414,0.4787649014712827,0.5714285714285714
1094,0.9606,0.0,1.0001,1.0001,0.9606,0.0024870064310302414,0.1288861271999977,5.826029861775508,15.405070255816335,0.2050172685109537,-0.5899654629780925,0.5
1095,0.6067,0.0,0.9716,0.9999,0.6067,0.08907314912071149,5.875035948099999,3.0278859290926836,7.645943496184993,0.14253011540765623,-0.7149397691846876,0.22727272727272727
1096,0.999,0.0002,1.0,1.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,0.5,0.0,0.982,1.0,0.307,0.06558164862422515,9.6981007226,4.483147473466282,8.448503052280431,0.28952755338696384,-0.4209448932260722,0.4782608695652174
1098,0.5,0.0,1.0,1.0,0.4678,0.10815510249724758,9.2764801744,7.333817399313704,14.046271155633484,0.2369908074883517,-0.5260183850232966,0.5714285714285714
1099,0.5,0.0,1.0002,1.0002,0.3204,0.07167485892453877,9.655066193900002,4.8824035533364345,9.214286334936217,0.2942047794034022,-0.41159044119319554,0.2631578947368421
1100,0.5,0.0,0.9870999999999999,1.0000999999999998,0.301,0.07521219348498433,9.717838205500001,5.14691516854426,9.693024834901912,0.2358653138184148,-0.5282693723631703,0.29411764705882354
1101,0.7927,0.0,1.0,1.0,0.7927,0.00979546830203146,0.7467326700000001,4.357902909102193,11.344267547029368,0.21091378264973726,-0.5781724347005255,0.4444444444444444
1102,0.8696,0.0,1.0,1.0,0.0,0.002060380560479396,0.21821552589999982,5.5329728591206395,17.853645578299993,0.2281873983650662,-0.5436252032698675,0.3333333333333333
1103,0.5,0.0,0.9417,0.9944999999999999,0.2546,0.045908794486854546,9.885647634200001,3.195791451064782,5.984463083937742,0.18283830149158295,-0.634323397016834,0.3541666666666667
1104,0.5,0.0,0.9562999999999999,0.9995999999999999,0.2688,0.05750909030291492,9.8302370906,3.9852340382679166,7.476797534611027,0.16362115685687123,-0.6727576862862575,0.3
1105,0.9119,0.0,0.9999,0.9999,0.0,0.0030512664935635095,0.2342418962999986,3.5599162028219515,11.519616958572659,0.3371878139725385,-0.32562437205492295,0.5
1106,0.5,0.0,0.9668000000000001,1.0,0.2381,0.05380353449018834,9.952677796500002,3.7771118086676414,7.056873140195316,0.25642146154651946,-0.4871570769069611,0.4411764705882353
1107,0.5,0.0,1.0,1.0,0.3577,0.07392310732925482,9.545813108099999,4.979280642114341,9.43157715229104,0.3211487422525857,-0.3577025154948285,0.5
1108,0.5,0.0,1.0,1.0,0.481,0.09715833062948591,9.2490812002,6.34510564090283,12.138380649086942,0.27479347216175753,-0.450413055676485,0.3
1109,0.9895,0.0,1.0001,1.0001,0.9895,0.0014567034615061958,0.08249509879999906,5.812706011195432,15.412867925115906,0.201674274495895,-0.5966514510082099,0.5
1110,0.5,0.0,0.9558,1.0001000000000002,0.2421,0.061182011012028574,9.936010744,4.279786956595528,8.00063453084916,0.19875199545945077,-0.6024960090810983,0.34615384615384615
1111,0.5,0.0,0.9998999999999999,0.9998999999999999,0.3902,0.09592186860097152,9.4588017311,6.4038542032687396,12.16527209734923,0.288475790019598,-0.42304841996080406,0.3
1112,0.9698,0.0,1.0,1.0,0.9698,0.001386513004549233,0.12485020289999937,7.241147380079338,18.844590407867454,0.0,-1.0,0.0
1113,0.5,0.0,0.9999000000000001,0.9999000000000001,0.3763,0.08035538032582089,9.494030423000002,5.38859612209067,10.224677285788113,0.3037437956213715,-0.39251240875725696,0.6
1114,0.6,0.0,1.0,1.0,0.6,0.18609335973880636,3.5517714171999977,26.966754856813314,38.41526319112787,0.0,0.0,0.0
1115,0.8,0.0,1.0,1.0,0.2,0.4779810599915554,42.70420936521,12.27428728315772,10.500109397790002,0.318307776816964,-0.36338444636607214,0.5
1116,0.9691,0.0,1.0000999999999998,1.0000999999999998,0.9691,0.002730942215397086,0.08993178230000076,16.021958381743975,23.885754370473695,0.0,-1.0,0.0
1117,1.0,0.0,1.0,1.0,1.0,0.04247590506992477,1.1615518689999984,16.70896265376432,21.32750237327916,0.0,-1.0,0.0
1118,0.5,0.0,0.9924,1.0,0.3348,0.060123659723330086,9.6108179384,4.077073154223972,7.705882974893716,0.29918215003047083,-0.4016356999390584,0.5357142857142857
1119,0.5,0.0,0.9999999999999999,0.9999999999999999,0.3008,0.06979778970086499,9.717838205500001,4.78312878833835,9.007809212415049,0.29486501544886634,-0.41026996910226726,0.55
1120,0.5,0.0,0.9968,1.0001,0.3995,10.395682134246167,32.2361913018999,8.748967764307512,12.630719727792501,0.1991222907876667,-0.6017554184246667,0.3888888888888889
1121,0.5,0.0,0.9951999999999999,0.9998999999999999,0.355,0.07582665326169294,9.5528306808,5.110192267835025,9.67726334950523,0.16736971391426617,-0.6652605721714678,0.35294117647058826
1122,0.5,0.0,0.9999,0.9999,0.4095,0.11092050591261264,9.410011567000002,7.378748389360457,14.040066030066384,0.14027182009827166,-0.7194563598034568,0.2857142857142857
1123,0.5,0.0,1.0001,1.0001,0.4071,0.08894101917157174,9.4161352848,5.917750002147537,11.25789965425972,0.31356462894474574,-0.3728707421105086,0.4166666666666667
1124,0.9878,0.0,1.0001,1.0001,0.9878,0.0007086273145438537,0.10015832839999916,5.209643864093555,13.168416279103456,0.0,-1.0,0.0
1125,0.99,0.0003,0.9997999999999999,0.9998999999999999,0.99,0.013301534789439745,4.226483746100001,0.007474358693641769,0.33399381832773367,0.0,-1.0,0.0
1126,0.5,0.0,0.9986999999999999,1.0002,0.3741,0.06880494673110073,9.5006926728,4.2770733274489485,8.115649755218067,0.317905039604464,-0.36418992079107215,0.6
1127,0.2963,0.0,0.9355,0.9985,0.2963,0.016503217447156212,2.602546390799999,5.543546007386585,7.646575832553606,0.2851437565982644,-0.4297124868034712,0.32653061224489793
1128,0.8145,0.0,0.9935999999999999,0.9999999999999999,0.8145,0.005520282899169559,0.6853357197999976,4.047653852080183,7.842834333842901,0.14499757540789923,-0.7100048491842016,0.23529411764705882
1129,1.0,0.0,1.0,1.0,1.0,0.22314355077134174,4.6051701760000014,26.162468468235044,41.080018753311236,0.0,0.0,0.0
1130,0.5,0.0,0.9564999999999999,0.9975999999999999,0.2752,0.05507794684172312,9.808177372500001,3.807002080745928,7.147715915434485,0.2163603498924667,-0.5672793002150667,0.3333333333333333
1131,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,0.5,0.0,0.9545,0.9999,0.2562,0.07084370982363206,9.879771025699998,3.572169134542057,6.693550728740481,0.28208285193673954,-0.4358342961265209,0.4473684210526316
1133,0.5988,0.0,1.0,1.0,0.5988,0.1161269991230739,5.4126065085000015,11.35892165192645,18.13755535586247,0.474560850407853,-0.05087829918429388,1.0
1134,0.5,0.0018,0.9659,0.9995999999999999,0.2718,0.1250631907076221,22.168520067099998,5.162943418283155,9.325602450824597,0.196293485850944,-0.6074130282981122,0.3235294117647059
1135,0.9909,0.0,1.0001,1.0001,0.9909,0.09427273168558144,6.6224259707,8.114779171230019,13.828013126237124,0.37814983537910074,-0.24370032924179863,0.42857142857142855
1136,0.7783,0.0,1.0,1.0,0.7783,0.2931797681204875,6.879167820399999,24.573233263359064,41.45806581093187,0.0,0.0,0.0
1137,0.5,0.0,0.9994999999999999,1.0001,0.3539,0.06360254181320625,9.5556515571,4.287313902345578,8.118292572017316,0.3099540141720116,-0.3800919716559767,0.44
1138,0.9461,0.0,1.0,1.0,0.9461,0.19761088089939205,6.683612225899999,17.23620187348983,29.339825926629498,0.0,-1.0,0.0
1139,0.6903,0.0,0.9951000000000001,1.0002,0.6903,9.932453987327495,27.071405328,7.302422782354244,12.115485412600828,0.15571186308342921,-0.6885762738331416,0.26666666666666666
1140,0.5,0.0,0.9853999999999999,0.9999999999999999,0.2918,0.06295599687341943,9.748194667899998,4.323259019190701,8.133522734582066,0.2654186199582481,-0.4691627600835038,0.36
1141,0.5,0.0,0.9978,0.9998,0.3444,0.06870637953912007,9.5828543798,4.650691584629411,8.79817832994076,0.2357676865259523,-0.5284646269480954,0.38095238095238093
1142,0.5,0.0,0.9888,1.0003,0.3079,0.05890825163373611,9.6948486872,4.025417006927168,7.586817215212573,0.27135131629645304,-0.45729736740709387,0.3103448275862069
1143,0.8858,0.0,1.0,1.0,0.8858,0.008123986419120793,0.2543304818999985,6.415298600221729,9.884163444728928,0.32758963297945526,-0.34482073404108954,0.5
1144,0.5,0.0,1.0,1.0,0.4504,0.16728906857363746,9.3145903932,11.021824493625099,21.03893145804789,0.29943775783098825,-0.4011244843380236,0.5
1145,0.5,0.0,0.9946,1.0,0.3118,0.07534694148384394,9.681945282400001,5.138923675276338,9.689704334407798,0.20910056101344843,-0.581798877973103,0.4117647058823529
1146,0.5,0.0,0.9942,0.9999999999999999,0.4369,0.003515801852680107,0.4914631661999991,3.836981593776655,8.781427321811655,0.14631080890416595,-0.7073783821916682,0.26666666666666666
1147,0.5,0.0,0.998,0.9999,0.3361,0.06225416644944234,9.607837310299999,4.2196304023477165,7.976021042620396,0.22662612222181452,-0.5467477555563709,0.34615384615384615
1148,0.5,0.0,0.9713999999999999,1.0,0.2894,0.05046222725018489,9.756793173199998,3.4676071179681416,6.521878391477261,0.30312985661804426,-0.3937402867639114,0.425
1149,1.0,0.0,1.0,1.0,1.0,0.0665330937851494,2.312635337899998,14.040851265918123,19.55891498753326,0.0,-1.0,0.0
1150,0.5998,0.0,1.0001,1.0001,0.5998,0.00807537227778474,1.0272721648999976,3.372589792669699,7.249919904325435,0.3153431831337107,-0.36931363373257875,0.6666666666666666
1151,0.5,0.0,0.9460000000000001,0.9956999999999999,0.2153,0.04332447411362089,10.0519875606,3.0688132593230866,5.7144034443234295,0.2637669526295807,-0.4724660947408386,0.39622641509433965
1152,0.8348,0.0,1.0,1.0002,0.8348,0.002940950455623366,0.4531165789999996,4.183804409181845,9.040510104248108,0.20686264744310118,-0.5862747051137978,0.46153846153846156
1153,0.5,0.0,0.9995,1.0,0.3602,0.06877091508383432,9.575623690299999,4.6492293862966925,8.797576114695868,0.23118568512396268,-0.5376286297520747,0.42857142857142855
1154,0.5,0.0,0.9901000000000001,0.9997999999999999,0.3567,0.06778934667392617,9.548614230399998,4.5459956011409,8.610254505760247,0.19393502596141451,-0.6121299480771709,0.36363636363636365
1155,0.5,0.0,0.9643,1.0002,0.2007,7.430654775774846,32.2361913018999,6.1997657276228795,9.034010837630538,0.22984439031585427,-0.5403112193682915,0.3611111111111111
1156,0.8222,0.0,1.0,1.0,0.8222,0.010188291681520245,0.9855257306999974,4.221853402707322,9.404304500066301,0.37764625920698963,-0.2447074815860207,0.4166666666666667
1157,0.5556,0.0,1.0001,1.0001,0.5556,0.024730232111854857,4.374058386600002,4.334280910960153,6.442502571100532,0.3359916461925666,-0.32801670761486673,0.4358974358974359
1158,0.8047,0.0,1.0,1.0,0.8047,0.0057701256471008365,1.3043074278999995,0.0030272993252685528,0.09490706034220922,0.3470926214497196,-0.3058147571005608,0.391304347826087
1159,0.5031,0.0,0.9729,0.9972,0.3024,6.321974940501124,32.2361913018999,5.3014805885475855,7.683742555036595,0.23009335900496028,-0.5398132819900794,0.40384615384615385
1160,0.5,0.0,1.0,1.0,0.4111,0.08888626008123139,9.406355255800001,6.136824264682722,11.705735951424703,0.17142912189800832,-0.6571417562039833,0.36363636363636365
1161,0.5,0.0,0.9999,0.9999,0.4579,0.13669660808209938,9.2980792862,8.9927413861557,17.175099627895623,0.0,-1.0,0.0
1162,0.5,0.0,0.9600000000000001,0.9998999999999999,0.2392,0.05550706745539893,9.948484918199998,3.8859199457013536,7.26127298384881,0.19206198913288253,-0.615876021734235,0.34375
1163,1.0,0.0,1.0,1.0,1.0,0.019554548614225543,0.43513997760000045,11.883154001105025,15.111945358194877,0.23091418501593444,-0.5381716299681311,0.4
1164,0.9318,0.0,1.0001,1.0001,0.9318,0.1393377793597303,6.683812046,12.201743860235455,20.759783287884698,0.0,-1.0,0.0
1165,0.5,0.0,0.9999999999999999,0.9999999999999999,0.4947,0.1681449253066014,9.221401319199998,10.976617797115932,21.01736958336135,0.2967639829556858,-0.4064720340886285,0.5
1166,0.5,0.0,0.9998,0.9999,0.3366,0.0719349721618531,9.606350321099999,4.872093996740392,9.209792548682,0.29205818399381434,-0.4158836320123714,0.47368421052631576
1167,0.5,0.0,1.0,1.0,0.4961,0.02668500765799587,0.8231989330000005,8.177882860778375,17.359693404499655,0.3218535836222916,-0.3562928327554168,0.5
1168,0.9066,0.0,0.9999,0.9999,0.9066,0.1077635990903227,7.0153404885000015,9.126293832602398,15.555751265319731,0.0,-1.0,0.0
1169,0.9333,0.0,1.0,1.0,0.9333,0.0009500043654408763,0.1457118111999982,5.404417318127543,14.261621308338677,0.0,-1.0,0.0
1170,1.0,0.0,1.0,1.0,1.0,0.23792180019367085,9.2103403719,15.429520343883755,27.839639715614343,0.0,0.0,0.0
1171,0.5,0.0,1.0,1.0,0.4312,0.10064060974627137,9.3588403802,6.659363567906593,12.692848604783928,0.2046633779346241,-0.5906732441307518,0.3333333333333333
1172,0.8975,0.0,1.0,1.0,0.8975,0.0031281177915657285,0.21746662929999871,0.8957448958303249,11.621319099640314,0.27711168966525895,-0.44577662066948204,0.5
1173,0.5,0.0,0.9930000000000001,1.0001,0.333,0.0798806210787412,9.6168059803,5.41748777310638,10.237168112539267,0.13370137795046783,-0.7325972440990645,0.2
1174,0.9007,0.0,1.0,1.0,0.9007,0.006244787037612855,0.4406633922999994,4.5326150858864125,11.92785071821722,0.21087205813087223,-0.5782558837382555,0.375
1175,0.5,0.0,0.9938,1.0001,0.3263,0.06874332635618974,9.636518521500001,4.661544741860548,8.803107716715088,0.2366703642606388,-0.5266592714787225,0.42857142857142855
1176,0.5,0.0,0.9730000000000001,1.0001,0.2521,0.06123507884027227,9.895519382700002,4.2723646604402115,7.99766226638012,0.21879296341264368,-0.5624140731747127,0.34615384615384615
1177,0.5,0.0,1.0,1.0,0.4368,0.10069531501471728,9.345015275200002,6.655309694010894,12.69115803079797,0.20145596379218922,-0.5970880724156217,0.3333333333333333
1178,0.9672,0.0,1.0,1.0,0.9672,0.09028722683648704,3.4966075344000025,13.6245039877038,20.55582997110249,0.0,-1.0,0.0
1179,0.5,0.0,0.98,0.9998999999999999,0.246,0.06476493141539863,9.9196169342,4.526118866596875,8.465810576089682,0.24884203037539823,-0.5023159392492035,0.34782608695652173
1180,0.914,0.0,0.9961,0.9999,0.914,0.010626058358425469,2.452362715299998,3.6900654665704415,16.990889716096348,0.0,-1.0,0.0
1181,0.5,0.0,0.9725999999999999,1.0001,0.2364,0.06333853987801642,9.9590002622,4.445712185341718,8.304329412523446,0.20755109459830318,-0.5848978108033935,0.3333333333333333
1182,0.5,0.0,0.9725,0.9999,0.2233,0.05380521860962728,10.015537056100001,3.7872654413352773,7.060948789663231,0.2438202388003293,-0.5123595223993413,0.3235294117647059
1183,0.9594,0.0,1.0,1.0,0.9594,5.726316674853446,19.3369714773,6.46679994590445,15.648394011386996,4.199344707804454e-09,-0.9999999916013107,0.4
1184,0.52,0.0,1.0,1.0,0.52,0.1915646449447391,6.337360354799998,17.394096434266018,28.135131888996593,0.0,-1.0,0.0
1185,0.6,0.0,1.0,1.0,0.4,0.03564284183401211,2.4228405196999976,21.31667933596601,28.017036028326356,0.3502152744889197,-0.29956945102216065,0.5
1186,0.5,0.0,1.0001,1.0001,0.3549,0.0738188971231814,9.5528306808,4.9807974316063985,9.432212347314945,0.31677426079616416,-0.3664514784076717,0.4444444444444444
1187,0.5,0.0,0.9999,0.9999,0.4951,0.11275121862363896,9.325751303400004,7.2843667214420895,14.011459697239063,0.3839888189486541,-0.23202236210269178,0.42857142857142855
1188,0.5,0.0,0.9826999999999998,1.0,0.3291,6.458377362863748,32.2361913019,5.4517950542983575,9.35407352014171,0.2654752663964666,-0.46904946720706675,0.375
1189,0.5,0.0,0.9974000000000002,1.0000000000000002,0.29,0.06682559046532015,9.7550675472,4.586873833702323,8.627402580469015,0.3141639913229918,-0.37167201735401645,0.3181818181818182
1190,0.6914,0.0,0.9176,0.9855999999999999,0.6914,2.9539468810786547,32.92933847602205,2.26949026844692,7.348712194616372,0.26432802678947,-0.4713439464210601,0.43636363636363634
1191,0.5,0.0,0.9999999999999999,0.9999999999999999,0.4785,0.15763515101474754,9.2542922594,10.36361213430335,19.827021953781966,0.14026554729152052,-0.719468905416959,0.14285714285714285
1192,0.5,0.0,0.9978000000000001,1.0000000000000002,0.3017,0.06852701273957275,9.716178454000001,4.677665254523464,8.809801642424006,0.23938740469182565,-0.5212251906163488,0.42857142857142855
